beat_idx,r_sample_100hz,qrson_sample_100hz,tpeak_sample_100hz,toff_sample_100hz,t_s,t_rel_peak_s,phase,rr_ms,qt_ms,tamp_mv,rr_ms_smooth,qt_ms_smooth,tamp_mv_smooth
1795,110754,110750,110785,110790,1107.536,507.536,recovery,700,398,0.19225,704.34,404.73,0.16856
1796,110824,110821,110856,110859,1108.24,508.24,recovery,704,388,0.20184,704.98,404.44,0.16494
1797,110894,110891,110926,110930,1108.944,508.944,recovery,704,390,0.18889,705.12,403.9,0.16571
1798,110964,110960,110996,111002,1109.638,509.638,recovery,694,420,0.16607,705.17,404.29,0.16587
1799,111032,111029,111064,111069,1110.324,510.324,recovery,686,402,0.12524,705.27,404.39,0.16659
1800,111100,111097,111132,111138,1111.004,511.004,recovery,680,408,0.17462,705.27,404.34,0.16788
1801,111169,111165,111201,111207,1111.688,511.688,recovery,684,418,0.18546,705.66,404,0.16897
1802,111237,111234,111269,111276,1112.372,512.372,recovery,684,420,0.16968,706.39,404.1,0.16792
1803,111306,111303,111338,111341,1113.06,513.06,recovery,688,386,0.19842,706.78,404.29,0.16699
1804,111376,111373,111408,111415,1113.758,513.758,recovery,698,420,0.15552,707.37,404.39,0.16794
1805,111445,111442,111477,111482,1114.45,514.45,recovery,692,404,0.15056,708.05,404.63,0.16759
1806,111515,111511,111547,111552,1115.146,515.146,recovery,696,404,0.19703,708.83,405.07,0.16849
1807,111585,111582,111617,111626,1115.854,515.854,recovery,708,436,0.16981,709.51,404.98,0.16696
1808,111657,111653,111688,111694,1116.566,516.566,recovery,712,408,0.16906,709.95,405.51,0.16578
1809,111729,111726,111762,111765,1117.294,517.294,recovery,728,392,0.18844,710.1,405.12,0.16595
1810,111803,111799,111836,111842,1118.026,518.026,recovery,732,426,0.12981,710.54,406.24,0.16791
1811,111876,111872,111908,111915,1118.758,518.758,recovery,732,426,0.20099,711.02,406.05,0.16963
1812,111948,111945,111981,111988,1119.484,519.484,recovery,726,436,0.22207,711.12,405.12,0.16925
1813,112022,112018,112054,112058,1120.218,520.218,recovery,734,394,0.12309,710.98,405.12,0.16793
1814,112095,112092,112127,112133,1120.954,520.954,recovery,736,404,0.15076,710.83,405.17,0.16736
1815,112168,112165,112200,112205,1121.684,521.684,recovery,730,400,0.19471,710.63,404.1,0.16757
1816,112241,112238,112274,112276,1122.41,522.41,recovery,726,386,0.03004,710.93,404.83,0.16724
1817,112312,112309,112344,112346,1123.118,523.118,recovery,708,378,0.15343,711.17,405.66,0.16515
1818,112382,112379,112415,112419,1123.82,523.82,recovery,702,400,0.13423,711.07,406.63,0.16382
1819,112453,112449,112484,112490,1124.526,524.526,recovery,706,414,0.19541,711.22,405.85,0.16379
1820,112523,112520,112556,112558,1125.234,525.234,recovery,708,382,0.17738,711.61,405.61,0.16468
1821,112595,112592,112627,112631,1125.954,525.954,recovery,720,394,0.20404,712.24,405.76,0.16519
1822,112668,112665,112701,112704,1126.684,526.684,recovery,730,386,0.15692,712.88,405.51,0.16411
1823,112741,112737,112773,112779,1127.408,527.408,recovery,724,418,0.14392,713.51,405.46,0.16315
1824,112814,112810,112846,112850,1128.138,528.138,recovery,730,398,0.1925,714.1,406.2,0.16212
1825,112886,112883,112919,112923,1128.864,528.864,recovery,726,398,0.14548,714.68,405.46,0.16312
1826,112959,112955,112991,112997,1129.588,529.588,recovery,724,418,0.18763,715.46,406.24,0.16354
1827,113031,113028,113064,113068,1130.312,530.312,recovery,724,402,0.1372,716.1,406.54,0.16294
1828,113102,113099,113135,113141,1131.024,531.024,recovery,712,414,0.13661,716.63,405.46,0.16289
1829,113173,113170,113206,113212,1131.73,531.73,recovery,706,420,0.1333,717.02,404.73,0.16167
1830,113245,113241,113277,113284,1132.446,532.446,recovery,716,424,0.19456,716.73,405.37,0.16027
1831,113316,113313,113348,113353,1133.16,533.16,recovery,714,404,0.23639,716.49,405.27,0.16133
1832,113387,113383,113419,113422,1133.868,533.868,recovery,708,386,0.13369,716.63,404.88,0.16028
1833,113457,113453,113489,113493,1134.566,534.566,recovery,698,398,0.15255,716.98,404.49,0.15848
1834,113527,113524,113559,113563,1135.268,535.268,recovery,702,396,0.18814,717.27,405.12,0.16033
1835,113597,113594,113629,113631,1135.972,535.972,recovery,704,372,0.1828,717.76,405.32,0.16113
1836,113668,113665,113701,113708,1136.684,536.684,recovery,712,428,0.17858,718.24,405.37,0.15933
1837,113740,113736,113773,113778,1137.398,537.398,recovery,714,422,0.11601,718.44,405.37,0.16339
1838,113810,113806,113842,113849,1138.098,538.098,recovery,700,430,0.13434,719.17,405.85,0.16397
1839,113880,113876,113912,113915,1138.798,538.798,recovery,700,388,0.165,720.1,406.2,0.16502
1840,113950,113947,113982,113986,1139.5,539.5,recovery,702,392,0.16162,721.12,406.34,0.16527
1841,114021,114017,114053,114059,1140.206,540.206,recovery,706,414,0.19547,722,407.61,0.16467
1842,114092,114088,114124,114129,1140.916,540.916,recovery,710,408,0.14149,722.2,407.71,0.1634
1843,114163,114159,114195,114201,1141.626,541.626,recovery,710,418,0.13013,722.1,408,0.1643
1844,114234,114230,114266,114272,1142.338,542.338,recovery,712,416,0.15637,722.24,407.17,0.16582
1845,114306,114303,114338,114342,1143.06,543.06,recovery,722,390,0.19649,722.39,407.17,0.16579
1846,114378,114375,114410,114419,1143.784,543.784,recovery,724,436,0.16772,722.63,407.12,0.16664
1847,114451,114447,114483,114489,1144.506,544.506,recovery,722,416,0.1723,722.78,406.54,0.16504
1848,114524,114520,114556,114560,1145.236,545.236,recovery,730,392,0.16762,722.73,406.88,0.16571
1849,114596,114593,114628,114631,1145.964,545.964,recovery,728,378,0.11926,723.12,406.24,0.16676
1850,114668,114665,114701,114706,1146.68,546.68,recovery,716,418,0.13107,723.51,405.85,0.1677
1851,114740,114737,114773,114779,1147.402,547.402,recovery,722,422,0.17317,723.71,405.32,0.16759
1852,114814,114810,114846,114851,1148.14,548.14,recovery,738,410,0.15796,723.95,405.8,0.16508
1853,114888,114885,114920,114927,1148.88,548.88,recovery,740,420,0.14818,724.15,406.24,0.16528
1854,114963,114959,114995,115001,1149.626,549.626,recovery,746,420,0.19914,724.44,406.68,0.16549
1855,115038,115035,115070,115076,1150.382,550.382,recovery,756,412,0.18347,724.93,406.98,0.16545
1856,115113,115110,115146,115150,1151.132,551.132,recovery,750,402,0.12094,725.32,407.95,0.16549
1857,115187,115183,115219,115222,1151.866,551.866,recovery,734,386,0.19629,725.61,407.61,0.16559
1858,115260,115257,115293,115297,1152.604,552.604,recovery,738,398,0.17743,726.1,406.88,0.16605
1859,115334,115331,115367,115372,1153.344,553.344,recovery,740,414,0.17718,726.54,406.15,0.1663
1860,115409,115406,115441,115448,1154.092,554.092,recovery,748,420,0.20561,727.07,406.88,0.16673
1861,115484,115480,115516,115524,1154.836,554.836,recovery,744,434,0.15275,727.61,407.22,0.16714
1862,115556,115553,115589,115593,1155.564,555.564,recovery,728,398,0.15227,728.05,407.07,0.16607
1863,115629,115626,115661,115665,1156.29,556.29,recovery,726,398,0.19346,728.39,406.39,0.16706
1864,115702,115699,115734,115737,1157.02,557.02,recovery,730,384,0.20636,728.68,406.73,0.16737
1865,115776,115772,115808,115812,1157.756,557.756,recovery,736,398,0.19119,728.63,406.63,0.16653
1866,115849,115846,115882,115886,1158.492,558.492,recovery,736,396,0.18058,728.34,407.27,0.16598
1867,115922,115919,115954,115958,1159.222,559.222,recovery,730,394,0.12177,728.15,406.83,0.1659
1868,115994,115991,116027,116033,1159.944,559.944,recovery,722,416,0.16499,728.05,406.34,0.16631
1869,116067,116064,116099,116103,1160.672,560.672,recovery,728,388,0.17956,727.9,406.49,0.16689
1870,116139,116136,116172,116176,1161.394,561.394,recovery,722,404,0.17175,727.8,406.78,0.16762
1871,116212,116208,116244,116249,1162.118,562.118,recovery,724,402,0.19009,727.76,406.2,0.16742
1872,116284,116281,116317,116323,1162.842,562.842,recovery,724,424,0.13342,727.46,406.05,0.1675
1873,116356,116352,116389,116393,1163.558,563.558,recovery,716,404,0.14201,726.83,406.15,0.16739
1874,116427,116423,116460,116465,1164.268,564.268,recovery,710,416,0.16118,726.2,406,0.1683
1875,116499,116496,116532,116536,1164.99,564.99,recovery,722,408,0.18659,725.46,405.76,0.16766
1876,116571,116568,116603,116609,1165.71,565.71,recovery,720,412,0.18443,724.49,406.29,0.16684
1877,116643,116640,116675,116681,1166.434,566.434,recovery,724,414,0.18262,723.56,406,0.16744
1878,116717,116713,116750,116753,1167.168,567.168,recovery,734,392,0.13488,722.88,406.68,0.16604
1879,116789,116785,116821,116825,1167.886,567.886,recovery,718,400,0.14454,722.15,406.88,0.16541
1880,116861,116857,116893,116899,1168.608,568.608,recovery,722,418,0.18257,721.46,406.44,0.16547
1881,116933,116930,116965,116970,1169.332,569.332,recovery,724,406,0.1785,720.63,405.85,0.16472
1882,117006,117002,117038,117043,1170.056,570.056,recovery,724,408,0.1515,720.05,404.93,0.1651
1883,117078,117075,117110,117113,1170.78,570.78,recovery,724,380,0.18222,719.95,405.32,0.16491
1884,117150,117147,117183,117190,1171.502,571.502,recovery,722,432,0.1426,719.71,405.37,0.16389
1885,117221,117218,117254,117259,1172.212,572.212,recovery,710,412,0.12212,719.32,405.95,0.16267
1886,117292,117289,117325,117330,1172.922,572.922,recovery,710,416,0.17381,718.83,405.9,0.16273
1887,117364,117361,117396,117402,1173.638,573.638,recovery,716,418,0.1645,718.29,406.15,0.16324
1888,117436,117432,117468,117472,1174.356,574.356,recovery,718,396,0.18913,717.85,406.68,0.16387
1889,117508,117505,117540,117544,1175.08,575.08,recovery,724,398,0.19133,717.66,406.29,0.16378
1890,117580,117577,117612,117616,1175.804,575.804,recovery,724,390,0.14923,717.07,407.12,0.16306
1891,117652,117648,117684,117688,1176.518,576.518,recovery,714,394,0.12291,716.63,407.46,0.16242
1892,117723,117719,117755,117761,1177.228,577.228,recovery,710,416,0.17661,716.2,408.15,0.16228
1893,117794,117791,117826,117832,1177.94,577.94,recovery,712,414,0.15348,715.8,408.05,0.16383
1894,117865,117862,117898,117904,1178.654,578.654,recovery,714,414,0.18534,715.71,408.63,0.16479
1895,117937,117934,117969,117975,1179.37,579.37,recovery,716,410,0.17298,715.76,408.34,0.16406
1896,118009,118005,118041,118049,1180.086,580.086,recovery,716,434,0.14972,715.32,408.24,0.16412
1897,118080,118076,118112,118115,1180.798,580.798,recovery,712,390,0.14544,714.83,408.29,0.1636
1898,118150,118147,118184,118188,1181.504,581.504,recovery,706,414,0.1389,714.39,408.49,0.16337
1899,118221,118218,118253,118258,1182.212,582.212,recovery,708,406,0.15174,713.32,408.29,0.16437
1900,118292,118289,118325,118329,1182.924,582.924,recovery,712,396,0.17959,712.54,408,0.16373
1901,118364,118360,118396,118400,1183.638,583.638,recovery,714,396,0.17474,711.37,407.76,0.16403
1902,118436,118433,118468,118472,1184.358,584.358,recovery,720,396,0.16844,709.85,407.17,0.16369
1903,118508,118505,118540,118546,1185.082,585.082,recovery,724,414,0.14442,708,407.9,0.16378
1904,118580,118577,118612,118617,1185.798,585.798,recovery,716,400,0.1516,706.15,408.49,0.1635
1905,118651,118648,118683,118689,1186.512,586.512,recovery,714,408,0.1564,704.34,408.54,0.16445
1906,118723,118719,118755,118759,1187.228,587.228,recovery,716,396,0.19364,702.83,408.24,0.16546
1907,118794,118791,118826,118832,1187.942,587.942,recovery,714,406,0.20174,701.51,408.2,0.16561
1908,118865,118862,118899,118904,1188.654,588.654,recovery,712,416,0.14749,700.29,408,0.16502
1909,118937,118933,118969,118973,1189.368,589.368,recovery,714,400,0.16127,699.07,407.85,0.16409
1910,119007,119004,119040,119046,1190.072,590.072,recovery,704,422,0.15002,698,408.63,0.16479
1911,119078,119074,119110,119116,1190.776,590.776,recovery,704,418,0.14537,697.02,408.98,0.16658
1912,119148,119145,119180,119188,1191.482,591.482,recovery,706,430,0.18432,696.49,409.17,0.16931
1913,119219,119216,119251,119258,1192.19,592.19,recovery,708,420,0.19718,696.1,409.22,0.16925
1914,119290,119287,119322,119330,1192.902,592.902,recovery,712,428,0.18135,695.51,409.37,0.16912
1915,119361,119358,119393,119398,1193.614,593.614,recovery,712,404,0.13102,694.98,409.17,0.1691
1916,119432,119428,119464,119469,1194.318,594.318,recovery,704,404,0.1893,694.63,408.93,0.16893
1917,119502,119498,119534,119540,1195.018,595.018,recovery,700,414,0.1631,694.44,407.85,0.16989
1918,119572,119569,119605,119611,1195.724,595.724,recovery,706,422,0.17293,694.44,408.1,0.17006
1919,119641,119638,119673,119676,1196.414,596.414,recovery,690,384,0.17594,694.93,407.85,0.17197
1920,119710,119707,119742,119746,1197.1,597.1,recovery,686,388,0.11853,695.61,407.66,0.17238
1921,119777,119774,119809,119815,1197.774,597.774,recovery,674,408,0.19496,696.05,407.37,0.17161
1922,119844,119840,119876,119879,1198.436,598.436,recovery,662,382,0.16445,696.2,407.66,0.17115
1923,119908,119905,119941,119949,1199.084,599.084,recovery,648,438,0.15515,696.44,408.2,0.1715
1924,119973,119970,NaN,NaN,1199.732,599.732,recovery,648,404,0.17063,696.78,408.24,0.17263
